siniestro_id,poliza_id,anio_ocurrencia,fecha_siniestro,fecha_reporte,tipo_siniestro,monto_siniestro,deducible,monto_neto,monto_pagado,estado_siniestro,monto_reserva,mes_siniestro
6783,68115,2023,2023-11-27,2023-12-11,Colision,32980.07,4947.01,28033.06,0,En proceso,30805.22,11
6784,68117,2023,2024-02-12,2024-02-15,Colision,25758.65,3863.8,21894.85,21894.85,Pagado,0,2
6785,68123,2023,2024-09-08,2024-09-17,Colision,729.8,1800,0,0,Pagado,0,9
6786,68126,2023,2023-08-25,2023-09-07,Colision,4732.39,1800,2932.39,2932.39,Pagado,0,8
6787,68140,2023,2024-07-07,2024-07-20,Danos,22299.3,3344.9,18954.41,18954.41,Pagado,0,7
6788,68148,2023,2024-05-07,2024-05-19,Danos,18056.1,2708.41,15347.68,15347.68,Pagado,0,5
6789,68160,2023,2024-04-11,2024-04-16,Robo Parcial,18441.29,2766.19,15675.1,15675.1,Pagado,0,4
6790,68179,2023,2024-05-10,2024-05-14,Colision,14786.43,2217.96,12568.46,12568.46,Pagado,0,5
6791,68187,2023,2023-07-06,2023-07-17,Danos,6364.37,1800,4564.37,0,En proceso,4297.31,7
6792,68194,2023,2023-08-28,2023-09-07,Danos,41655.05,6248.26,35406.8,35406.8,Pagado,0,8
6793,68241,2023,2024-06-14,2024-06-24,Colision,19064.19,2859.63,16204.57,16204.57,Pagado,0,6
6794,68252,2023,2024-01-04,2024-01-18,Colision,6873.11,1800,5073.11,0,En proceso,5914.11,1
6795,68254,2023,2023-07-20,2023-07-23,Colision,25996,3899.4,22096.6,22096.6,Pagado,0,7
6796,68257,2023,2024-04-09,2024-04-19,Danos,8324.67,1800,6524.67,6524.67,Pagado,0,4
6797,68262,2023,2023-03-02,2023-03-16,Colision,25974.8,3896.22,22078.58,22078.579999999998,Pagado,0,3
6798,68284,2023,2024-09-20,2024-09-30,Colision,37164.45,5574.67,31589.78,31589.78,Pagado,0,9
6799,68302,2023,2023-08-16,2023-08-22,Colision,38417.47,5762.62,32654.85,32654.85,Pagado,0,8
6800,68309,2023,2024-05-30,2024-06-01,Robo Total,289510,43426.5,246083.5,246083.5,Pagado,0,5
6801,68312,2023,2023-08-01,2023-08-13,Colision,10322.51,1800,8522.51,8522.51,Pagado,0,8
6802,68313,2023,2024-05-22,2024-05-26,Colision,23405.9,3510.89,19895.02,19895.02,Pagado,0,5
6803,68338,2023,2023-10-07,2023-10-09,Colision,43167.17,6475.08,36692.09,0,En proceso,33750.31,10
6804,68355,2023,2023-11-02,2023-11-13,Danos,10621.14,1800,8821.14,0,En proceso,8506.65,11
6805,68386,2023,2024-03-10,2024-03-22,Colision,11428.14,1800,9628.14,9628.14,Pagado,0,3
6806,68389,2023,2024-04-12,2024-04-27,Colision,29331.25,4399.69,24931.56,24931.559999999998,Pagado,0,4
6807,68401,2023,2023-11-11,2023-11-26,Danos,9468.68,1800,7668.68,7668.68,Pagado,0,11
6808,68408,2023,2023-10-24,2023-10-31,Incendio,107950,16192.5,91757.5,91757.5,Pagado,0,10
6809,68424,2023,2024-01-25,2024-02-04,Danos,10144.74,1800,8344.74,8344.74,Pagado,0,1
6810,68430,2023,2023-12-24,2024-01-06,Colision,11863.13,1800,10063.13,10063.130000000001,Pagado,0,12
6811,68476,2023,2024-05-25,2024-06-02,Colision,14749.48,2212.42,12537.06,12537.06,Pagado,0,5
6812,68477,2023,2024-03-17,2024-03-26,Incendio,112953.71,16943.06,96010.65,96010.65,Pagado,0,3
6813,68491,2023,2023-10-24,2023-11-07,Robo Parcial,20299.45,3044.92,17254.53,0,Rechazado,0,10
6814,68497,2023,2023-04-16,2023-04-20,Colision,41457.61,6218.64,35238.97,35238.97,Pagado,0,4
6815,68503,2023,2023-10-16,2023-10-25,Danos,18887.69,2833.15,16054.54,16054.54,Pagado,0,10
6816,68518,2023,2023-06-15,2023-06-19,Colision,30691.35,4603.7,26087.65,26087.649999999998,Pagado,0,6
6817,68529,2023,2023-12-10,2023-12-19,Colision,5123.13,1800,3323.13,3323.13,Pagado,0,12
6818,68529,2023,2023-06-13,2023-06-28,Colision,23709.38,3556.41,20152.98,0,En proceso,18711.5,6
6819,68530,2023,2023-12-26,2024-01-06,Colision,50925.86,7638.88,43286.98,0,En proceso,50684.16,12
6820,68532,2023,2024-03-17,2024-03-18,Incendio,230313,34546.95,195766.05,195766.05000000002,Pagado,0,3
6821,68536,2023,2024-01-13,2024-01-19,Colision,4727.72,1800,2927.72,0,Rechazado,0,1
6822,68594,2023,2024-03-09,2024-03-17,Robo Total,173600,26040,147560,147560,Pagado,0,3
6823,68595,2023,2024-04-29,2024-04-29,Colision,15428.21,2314.23,13113.98,13113.98,Pagado,0,4
6824,68600,2023,2024-04-05,2024-04-06,Robo Parcial,3357,1800,1557,1557,Pagado,0,4
6825,68612,2023,2023-05-18,2023-05-22,Colision,26506.91,3976.04,22530.88,22530.879999999997,Pagado,0,5
6826,68613,2023,2024-02-07,2024-02-11,Colision,9261.49,1800,7461.49,7461.49,Pagado,0,2
6827,68614,2023,2023-11-06,2023-11-10,Danos,11259.43,1800,9459.43,0,En proceso,8207.52,11
6828,68631,2023,2024-05-09,2024-05-11,Colision,23697.01,3554.55,20142.46,20142.46,Pagado,0,5
6829,68638,2023,2024-07-12,2024-07-25,Robo Parcial,5744.95,1800,3944.95,3944.95,Pagado,0,7
6830,68662,2023,2023-11-24,2023-12-06,Colision,13856.22,2078.43,11777.79,0,En proceso,9451.32,11
6831,68674,2023,2023-04-15,2023-04-16,Robo Parcial,51577.11,7736.57,43840.54,43840.54,Pagado,0,4
6832,68681,2023,2023-02-01,2023-02-07,Colision,3693.51,1800,1893.51,1893.5099999999998,Pagado,0,2
6833,68689,2023,2024-03-04,2024-03-18,Colision,25310.64,3796.6,21514.04,21514.04,Pagado,0,3
6834,68691,2023,2024-03-06,2024-03-17,Danos,6123.4,1800,4323.4,4323.4,Pagado,0,3
6835,68694,2023,2024-05-09,2024-05-19,Colision,54303.23,8145.48,46157.75,46157.75,Pagado,0,5
6836,68695,2023,2023-02-20,2023-03-04,Colision,43761.92,6564.29,37197.63,37197.63,Pagado,0,2
6837,68697,2023,2023-12-29,2024-01-05,Colision,10907.9,1800,9107.9,9107.9,Pagado,0,12
6838,68704,2023,2023-08-11,2023-08-11,Colision,18977.51,2846.63,16130.88,16130.880000000001,Pagado,0,8
6839,68725,2023,2024-04-19,2024-04-29,Danos,7697.92,1800,5897.92,5897.92,Pagado,0,4
6840,68770,2023,2024-01-15,2024-01-28,Colision,9313.69,1800,7513.69,7513.6900000000005,Pagado,0,1
6841,68794,2023,2024-04-07,2024-04-09,Danos,2536.26,1800,736.26,736.26,Pagado,0,4
6842,68794,2023,2024-07-10,2024-07-18,Robo Total,275005,41250.75,233754.25,233754.25,Pagado,0,7
6843,68798,2023,2024-04-16,2024-04-19,Colision,2428.95,1800,628.95,0,En proceso,663.75,4
6844,68806,2023,2023-11-23,2023-11-30,Colision,31784.2,4767.63,27016.57,0,En proceso,30393.33,11
6845,68808,2023,2023-08-17,2023-08-17,Colision,17030.78,2554.62,14476.16,14476.16,Pagado,0,8
6846,68810,2023,2023-05-14,2023-05-21,Colision,50219.33,7532.9,42686.43,42686.43,Pagado,0,5
6847,68820,2023,2023-07-21,2023-07-31,Colision,45030.26,6754.54,38275.72,38275.72,Pagado,0,7
6848,68847,2023,2023-09-17,2023-09-27,Danos,18656.73,2798.51,15858.22,15858.220000000001,Pagado,0,9
6849,68879,2023,2023-04-05,2023-04-13,Colision,42745.72,6411.86,36333.86,36333.86,Pagado,0,4
6850,68883,2023,2023-10-24,2023-11-07,Danos,25037.69,3755.65,21282.04,21282.04,Pagado,0,10
6851,68888,2023,2024-06-21,2024-06-24,Colision,10344.73,1800,8544.73,8544.73,Pagado,0,6
6852,68899,2023,2024-06-08,2024-06-09,Danos,11237.85,1800,9437.85,0,En proceso,9368.38,6
6853,68906,2023,2023-11-20,2023-11-24,Colision,6106.01,1800,4306.01,4306.01,Pagado,0,11
6854,68920,2023,2024-03-09,2024-03-16,Colision,30412.9,4561.94,25850.97,25850.969999999998,Pagado,0,3
6855,68921,2023,2024-06-17,2024-06-29,Colision,36922.59,5538.39,31384.2,31384.2,Pagado,0,6
6856,68926,2023,2024-05-11,2024-05-22,Robo Parcial,27085.86,4062.88,23022.98,0,En proceso,22152.27,5
6857,68926,2023,2024-02-27,2024-03-05,Colision,13924.94,2088.74,11836.2,0,Rechazado,0,2
6858,68943,2023,2023-11-13,2023-11-22,Colision,44381.44,6657.22,37724.22,37724.22,Pagado,0,11
6859,68947,2023,2024-01-30,2024-02-06,Colision,24525.15,3678.77,20846.38,20846.379999999997,Pagado,0,1
6860,68953,2023,2023-10-05,2023-10-11,Colision,25651.44,3847.72,21803.73,21803.73,Pagado,0,10
6861,68955,2023,2023-11-23,2023-12-03,Colision,6630.01,1800,4830.01,0,Rechazado,0,11
6862,68957,2023,2023-10-25,2023-11-07,Colision,38566.33,5784.95,32781.38,32781.380000000005,Pagado,0,10
6863,68974,2023,2024-07-03,2024-07-10,Colision,54948.87,8242.33,46706.54,0,En proceso,54733.48,7
6864,68994,2023,2023-04-19,2023-04-26,Colision,33884.96,5082.74,28802.22,0,En proceso,33505.54,4
6865,68997,2023,2024-06-21,2024-06-24,Danos,40100.39,6015.06,34085.33,34085.33,Pagado,0,6
6866,68998,2023,2023-10-25,2023-11-02,Colision,37805.77,5670.87,32134.91,32134.910000000003,Pagado,0,10
6867,69003,2023,2023-03-16,2023-03-26,Incendio,108775.76,16316.36,92459.39,92459.39,Pagado,0,3
6868,69015,2023,2024-06-01,2024-06-12,Colision,15233.18,2284.98,12948.2,12948.199999999999,Pagado,0,6
6869,69047,2023,2023-06-02,2023-06-02,Colision,28279.3,4241.9,24037.41,0,En proceso,26950.05,6
6870,69066,2023,2023-08-24,2023-08-29,Colision,37435.35,5615.3,31820.05,31820.050000000003,Pagado,0,8
6871,69072,2023,2023-02-13,2023-02-23,Colision,32183.66,4827.55,27356.11,27356.11,Pagado,0,2
6872,69078,2023,2024-02-16,2024-02-23,Colision,14459.74,2168.96,12290.78,12290.779999999999,Pagado,0,2
6873,69079,2023,2024-01-23,2024-02-06,Danos,6309.84,1800,4509.84,4509.84,Pagado,0,1
6874,69090,2023,2023-12-30,2023-12-30,Colision,4573.74,1800,2773.74,2773.74,Pagado,0,12
6875,69091,2023,2024-10-15,2024-10-18,Robo Parcial,20595.47,3089.32,17506.15,17506.15,Pagado,0,10
6876,69098,2023,2024-09-06,2024-09-15,Colision,14713.89,2207.08,12506.8,12506.8,Pagado,0,9
6877,69109,2023,2023-10-08,2023-10-09,Danos,11440.32,1800,9640.32,9640.32,Pagado,0,10
6878,69110,2023,2024-06-04,2024-06-06,Colision,35846.3,5376.94,30469.35,30469.35,Pagado,0,6
6879,69111,2023,2024-03-12,2024-03-24,Danos,9468.61,1800,7668.61,0,En proceso,8673.75,3
6880,69117,2023,2024-11-14,2024-11-17,Colision,10526.81,1800,8726.81,8726.81,Pagado,0,11
6881,69118,2023,2024-04-26,2024-05-08,Colision,3695.69,1800,1895.69,1895.69,Pagado,0,4
6882,69126,2023,2023-07-10,2023-07-10,Colision,36056.56,5408.48,30648.07,0,En proceso,26024.35,7
6883,69129,2023,2024-07-06,2024-07-11,Robo Parcial,1711.09,1800,0,0,Pagado,0,7
6884,69156,2023,2024-04-22,2024-05-03,Colision,7728.62,1800,5928.62,5928.62,Pagado,0,4
6885,69159,2023,2024-04-05,2024-04-13,Colision,13871.63,2080.74,11790.88,11790.88,Pagado,0,4
6886,69160,2023,2024-03-06,2024-03-09,Danos,77794.91,11669.24,66125.67,66125.67,Pagado,0,3
6887,69161,2023,2024-04-21,2024-04-22,Danos,28181.38,4227.21,23954.17,0,En proceso,20936.87,4
6888,69201,2023,2024-10-04,2024-10-10,Incendio,194486,29172.9,165313.1,0,En proceso,180326.58,10
6889,69225,2023,2024-03-10,2024-03-13,Danos,6945.92,1800,5145.92,5145.92,Pagado,0,3
6890,69236,2023,2024-04-08,2024-04-19,Colision,11657.39,1800,9857.39,9857.39,Pagado,0,4
6891,69237,2023,2024-03-29,2024-04-12,Colision,46627.46,6994.12,39633.34,39633.34,Pagado,0,3
6892,69242,2023,2024-05-28,2024-05-31,Colision,20724.6,3108.69,17615.91,17615.91,Pagado,0,5
6893,69253,2023,2023-12-13,2023-12-13,Robo Parcial,10297.48,1800,8497.48,8497.48,Pagado,0,12
6894,69255,2023,2024-03-15,2024-03-22,Colision,19356.55,2903.48,16453.07,16453.07,Pagado,0,3
6895,69277,2023,2023-11-20,2023-11-26,Robo Total,189898.72,28484.81,161413.91,161413.91,Pagado,0,11
6896,69285,2023,2024-04-13,2024-04-23,Danos,4808.75,1800,3008.75,3008.75,Pagado,0,4
6897,69293,2023,2023-11-16,2023-11-25,Colision,28973.55,4346.03,24627.52,24627.52,Pagado,0,11
6898,69299,2023,2024-02-22,2024-03-01,Robo Total,217820.76,32673.11,185147.65,185147.65000000002,Pagado,0,2
6899,69304,2023,2024-01-27,2024-02-04,Danos,6138.58,1800,4338.58,0,En proceso,4523.24,1
6900,69307,2023,2023-10-27,2023-10-29,Colision,15955.88,2393.38,13562.49,13562.49,Pagado,0,10
6901,69325,2023,2023-07-30,2023-07-30,Colision,44880.64,6732.1,38148.54,38148.54,Pagado,0,7
6902,69327,2023,2023-05-07,2023-05-22,Colision,38168.95,5725.34,32443.61,32443.61,Pagado,0,5
6903,69352,2023,2023-10-27,2023-11-08,Colision,62958.16,9443.72,53514.44,53514.44,Pagado,0,10
6904,69360,2023,2024-03-25,2024-04-02,Robo Parcial,99688.97,14953.35,84735.63,84735.63,Pagado,0,3
6905,69392,2023,2024-08-09,2024-08-18,Colision,12164.91,1824.74,10340.17,10340.17,Pagado,0,8
6906,69394,2023,2023-11-01,2023-11-13,Colision,26795.48,4019.32,22776.16,22776.16,Pagado,0,11
6907,69402,2023,2023-11-14,2023-11-20,Danos,7170.84,1800,5370.84,0,En proceso,6048.03,11
6908,69404,2023,2023-04-16,2023-04-27,Colision,30320.14,4548.02,25772.12,25772.12,Pagado,0,4
6909,69408,2023,2023-07-05,2023-07-10,Colision,14007.44,2101.12,11906.32,11906.320000000002,Pagado,0,7
6910,69421,2023,2023-03-23,2023-03-31,Colision,2852.66,1800,1052.66,1052.66,Pagado,0,3
6911,69423,2023,2023-09-29,2023-10-06,Colision,47506.24,7125.94,40380.31,40380.31,Pagado,0,9
6912,69424,2023,2023-10-30,2023-11-08,Colision,11756.2,1800,9956.2,0,En proceso,10128.52,10
6913,69428,2023,2023-07-21,2023-07-30,Robo Parcial,10274.5,1800,8474.5,8474.5,Pagado,0,7
6914,69449,2023,2024-01-03,2024-01-03,Colision,14800.44,2220.07,12580.38,12580.38,Pagado,0,1
6915,69461,2023,2024-04-23,2024-04-24,Colision,27744.48,4161.67,23582.81,23582.81,Pagado,0,4
6916,69468,2023,2024-02-01,2024-02-14,Colision,500,1800,0,0,Pagado,0,2
6917,69493,2023,2023-03-14,2023-03-23,Colision,69568.69,10435.3,59133.39,59133.39,Pagado,0,3
6918,69497,2023,2023-10-05,2023-10-09,Colision,6747.23,1800,4947.23,4947.23,Pagado,0,10
6919,69519,2023,2024-04-24,2024-05-01,Colision,14982.9,2247.43,12735.46,12735.460000000001,Pagado,0,4
6920,69519,2023,2023-08-19,2023-08-31,Colision,11984.11,1800,10184.11,0,En proceso,12218.29,8
6921,69523,2023,2023-11-18,2023-11-18,Colision,26750.62,4012.59,22738.03,0,En proceso,23480.84,11
6922,69523,2023,2023-06-12,2023-06-26,Colision,67463.75,10119.56,57344.18,57344.18000000001,Pagado,0,6
6923,69524,2023,2023-07-29,2023-07-30,Danos,22263.11,3339.47,18923.64,18923.64,Pagado,0,7
6924,69530,2023,2023-12-24,2023-12-26,Colision,25987.85,3898.18,22089.68,22089.68,Pagado,0,12
6925,69541,2023,2024-07-15,2024-07-20,Danos,8332.49,1800,6532.49,6532.49,Pagado,0,7
6926,69544,2023,2024-01-08,2024-01-22,Colision,20079.47,3011.92,17067.55,17067.55,Pagado,0,1
6927,69549,2023,2024-01-01,2024-01-06,Robo Parcial,32796.01,4919.4,27876.61,27876.61,Pagado,0,1
6928,69574,2023,2023-12-01,2023-12-16,Colision,34689.37,5203.41,29485.97,0,En proceso,25973.91,12
6929,69579,2023,2024-10-17,2024-10-20,Colision,11109.46,1800,9309.46,9309.46,Pagado,0,10
6930,69583,2023,2023-10-08,2023-10-15,Danos,38634.09,5795.11,32838.98,32838.98,Pagado,0,10
6931,69588,2023,2023-06-05,2023-06-13,Colision,20237.74,3035.66,17202.08,17202.079999999998,Pagado,0,6
6932,69591,2023,2023-04-22,2023-05-06,Colision,11653.81,1800,9853.81,9853.81,Pagado,0,4
6933,69593,2023,2023-12-18,2024-01-01,Danos,14961.77,2244.27,12717.5,0,En proceso,11775.3,12
6934,69594,2023,2023-05-18,2023-05-24,Colision,9244.95,1800,7444.95,7444.950000000001,Pagado,0,5
6935,69625,2023,2024-01-11,2024-01-11,Colision,2829.69,1800,1029.69,1029.69,Pagado,0,1
6936,69627,2023,2023-07-06,2023-07-19,Colision,45497.74,6824.66,38673.08,38673.08,Pagado,0,7
6937,69637,2023,2024-01-28,2024-01-30,Colision,12402.75,1860.41,10542.34,10542.34,Pagado,0,1
6938,69667,2023,2024-09-24,2024-09-30,Colision,31934.23,4790.14,27144.1,0,En proceso,30045.11,9
6939,69681,2023,2023-10-03,2023-10-09,Colision,12503.48,1875.52,10627.96,10627.96,Pagado,0,10
6940,69695,2023,2024-03-19,2024-03-19,Robo Parcial,27743.68,4161.55,23582.13,23582.13,Pagado,0,3
6941,69716,2023,2024-09-22,2024-09-22,Colision,17621.43,2643.21,14978.22,14978.22,Pagado,0,9
6942,69724,2023,2024-01-20,2024-01-24,Colision,14689.33,2203.4,12485.93,12485.93,Pagado,0,1
6943,69731,2023,2023-11-12,2023-11-17,Colision,40151.04,6022.66,34128.38,34128.38,Pagado,0,11
6944,69740,2023,2024-03-12,2024-03-26,Robo Parcial,8586.8,1800,6786.8,6786.8,Pagado,0,3
6945,69769,2023,2023-04-07,2023-04-12,Colision,33369.42,5005.41,28364.01,28364.010000000002,Pagado,0,4
6946,69770,2023,2024-05-17,2024-05-30,Colision,6019.3,1800,4219.3,4219.3,Pagado,0,5
6947,69775,2023,2023-08-27,2023-09-06,Colision,25631.91,3844.79,21787.12,21787.120000000003,Pagado,0,8
6948,69795,2023,2024-01-02,2024-01-06,Robo Total,103540.33,15531.05,88009.28,88009.28,Pagado,0,1
6949,69820,2023,2023-10-31,2023-11-09,Colision,36561.91,5484.29,31077.62,31077.620000000003,Pagado,0,10
6950,69823,2023,2023-11-16,2023-11-21,Colision,26678.18,4001.73,22676.45,22676.45,Pagado,0,11
6951,69844,2023,2023-12-08,2023-12-14,Robo Parcial,37710.96,5656.64,32054.32,0,En proceso,33341.63,12
6952,69869,2023,2023-08-15,2023-08-27,Colision,47328.09,7099.21,40228.88,40228.88,Pagado,0,8
6953,69881,2023,2024-10-13,2024-10-14,Danos,5447.58,1800,3647.58,3647.58,Pagado,0,10
6954,69881,2023,2024-04-12,2024-04-13,Colision,35256.46,5288.47,29967.99,29967.989999999998,Pagado,0,4
6955,69920,2023,2024-05-22,2024-06-01,Colision,4658.34,1800,2858.34,2858.34,Pagado,0,5
6956,69935,2023,2024-05-13,2024-05-27,Danos,41286.12,6192.92,35093.2,35093.2,Pagado,0,5
6957,69939,2023,2024-02-29,2024-02-29,Colision,9013.34,1800,7213.34,0,Rechazado,0,2
6958,69951,2023,2024-04-09,2024-04-23,Colision,14401.97,2160.3,12241.68,12241.68,Pagado,0,4
6959,69954,2023,2024-03-19,2024-03-23,Colision,8382.77,1800,6582.77,6582.77,Pagado,0,3
6960,69959,2023,2023-10-25,2023-10-27,Colision,18120.03,2718,15402.02,15402.02,Pagado,0,10
6961,69973,2023,2024-03-02,2024-03-03,Colision,14622.5,2193.38,12429.13,12429.13,Pagado,0,3
6962,69979,2023,2023-07-17,2023-07-18,Colision,14749.72,2212.46,12537.26,12537.26,Pagado,0,7
6963,69981,2023,2024-01-24,2024-01-28,Colision,43390.67,6508.6,36882.07,36882.07,Pagado,0,1
6964,69983,2023,2024-05-04,2024-05-08,Colision,12398,1859.7,10538.3,10538.3,Pagado,0,5
6965,69999,2023,2023-03-20,2023-03-31,Colision,23760.51,3564.08,20196.43,0,En proceso,24199.74,3
6966,70001,2023,2023-05-17,2023-05-17,Colision,34404.22,5160.63,29243.59,29243.59,Pagado,0,5
6967,70002,2023,2024-04-16,2024-05-01,Robo Total,142253,21337.95,120915.05,120915.04999999999,Pagado,0,4
6968,70015,2023,2023-09-01,2023-09-07,Colision,14564.68,2184.7,12379.98,12379.98,Pagado,0,9
6969,70026,2023,2024-04-07,2024-04-21,Colision,12867.93,1930.19,10937.74,0,Rechazado,0,4
6970,70028,2023,2024-03-13,2024-03-19,Danos,25238.79,3785.82,21452.98,21452.98,Pagado,0,3
6971,70040,2023,2024-01-23,2024-02-02,Robo Parcial,5925.39,1800,4125.39,0,Rechazado,0,1
6972,70048,2023,2023-03-07,2023-03-11,Colision,67195.57,10079.33,57116.23,57116.23,Pagado,0,3
6973,70050,2023,2023-11-29,2023-12-08,Colision,22161.76,3324.26,18837.49,18837.489999999998,Pagado,0,11
6974,70051,2023,2023-12-28,2023-12-31,Danos,14361.9,2154.29,12207.62,0,En proceso,13925.08,12
6975,70069,2023,2024-11-10,2024-11-25,Danos,6061.28,1800,4261.28,0,En proceso,4213.54,11
6976,70076,2023,2023-12-15,2023-12-17,Colision,23287.52,3493.13,19794.4,19794.4,Pagado,0,12
6977,70086,2023,2023-12-16,2023-12-30,Colision,9370.83,1800,7570.83,0,Rechazado,0,12
6978,70103,2023,2023-12-14,2023-12-20,Robo Parcial,7443.92,1800,5643.92,5643.92,Pagado,0,12
6979,70114,2023,2023-11-11,2023-11-26,Colision,15947.24,2392.09,13555.15,13555.150000000001,Pagado,0,11
6980,70121,2023,2023-05-15,2023-05-19,Robo Parcial,12383.98,1857.6,10526.39,10526.39,Pagado,0,5
6981,70135,2023,2024-04-02,2024-04-02,Colision,55127.76,8269.16,46858.6,46858.6,Pagado,0,4
6982,70168,2023,2024-07-18,2024-07-18,Colision,38833.88,5825.08,33008.8,33008.8,Pagado,0,7
6983,70216,2023,2024-07-22,2024-07-26,Danos,34926.8,5239.02,29687.78,29687.780000000002,Pagado,0,7
6984,70221,2023,2023-06-05,2023-06-05,Robo Total,145744,21861.6,123882.4,123882.4,Pagado,0,6
6985,70242,2023,2023-12-14,2023-12-26,Danos,10443.63,1800,8643.63,8643.630000000001,Pagado,0,12
6986,70250,2023,2024-04-26,2024-05-01,Danos,23013.01,3451.95,19561.06,19561.06,Pagado,0,4
6987,70256,2023,2024-07-28,2024-08-12,Colision,51089.89,7663.48,43426.41,43426.41,Pagado,0,7
6988,70266,2023,2024-08-19,2024-08-25,Colision,18483.22,2772.48,15710.73,15710.73,Pagado,0,8
6989,70268,2023,2024-09-19,2024-09-21,Danos,8526.68,1800,6726.68,6726.68,Pagado,0,9
6990,70287,2023,2023-10-17,2023-10-30,Robo Parcial,23097.69,3464.65,19633.04,19633.04,Pagado,0,10
6991,70311,2023,2023-09-21,2023-09-30,Colision,16122.93,2418.44,13704.49,13704.49,Pagado,0,9
6992,70314,2023,2024-03-19,2024-03-31,Robo Total,90169.37,13525.4,76643.96,76643.96,Pagado,0,3
6993,70320,2023,2023-10-14,2023-10-14,Colision,25907.67,3886.15,22021.52,22021.52,Pagado,0,10
6994,70327,2023,2024-10-14,2024-10-19,Danos,28010.35,4201.55,23808.8,23808.8,Pagado,0,10
6995,70331,2023,2023-09-15,2023-09-25,Colision,20077.51,3011.63,17065.89,17065.89,Pagado,0,9
6996,70339,2023,2023-11-13,2023-11-24,Robo Parcial,19563.53,2934.53,16629,16629,Pagado,0,11
6997,70359,2023,2024-04-13,2024-04-14,Colision,18193.84,2729.08,15464.77,15464.77,Pagado,0,4
6998,70380,2023,2024-06-02,2024-06-05,Robo Total,265361,39804.15,225556.85,225556.85,Pagado,0,6
6999,70390,2023,2023-10-28,2023-11-10,Robo Parcial,35009.63,5251.44,29758.18,0,En proceso,26345.14,10
7000,70395,2023,2023-08-18,2023-08-21,Danos,8896.94,1800,7096.94,7096.9400000000005,Pagado,0,8
7001,70401,2023,2024-04-03,2024-04-14,Robo Parcial,20693.2,3103.98,17589.22,17589.22,Pagado,0,4
7002,70442,2023,2023-06-30,2023-07-10,Colision,21593.42,3239.01,18354.4,18354.4,Pagado,0,6
7003,70449,2023,2023-09-06,2023-09-10,Colision,68157.89,10223.68,57934.21,57934.21,Pagado,0,9
7004,70454,2023,2023-11-22,2023-12-07,Colision,25582.27,3837.34,21744.93,0,En proceso,20210.55,11
7005,70457,2023,2024-04-12,2024-04-24,Colision,22238.12,3335.72,18902.4,18902.4,Pagado,0,4
7006,70461,2023,2024-07-20,2024-07-21,Danos,47023.74,7053.56,39970.18,0,En proceso,42942.28,7
7007,70475,2023,2024-05-19,2024-05-22,Colision,24372.91,3655.94,20716.98,0,En proceso,23946.58,5
7008,70478,2023,2024-04-13,2024-04-28,Colision,8532.34,1800,6732.34,6732.34,Pagado,0,4
7009,70493,2023,2023-07-13,2023-07-17,Colision,25201.95,3780.29,21421.66,21421.66,Pagado,0,7
7010,70515,2023,2023-08-01,2023-08-09,Robo Total,185206,27780.9,157425.1,157425.1,Pagado,0,8
7011,70530,2023,2023-11-14,2023-11-16,Colision,43085.52,6462.83,36622.69,36622.69,Pagado,0,11
7012,70541,2023,2023-12-14,2023-12-14,Colision,20544.23,3081.63,17462.59,17462.59,Pagado,0,12
7013,70545,2023,2024-05-07,2024-05-20,Colision,3565.14,1800,1765.14,1765.1399999999999,Pagado,0,5
7014,70547,2023,2024-06-08,2024-06-09,Colision,15962.9,2394.44,13568.47,13568.470000000001,Pagado,0,6
7015,70567,2023,2024-04-07,2024-04-20,Colision,22520.03,3378,19142.02,19142.02,Pagado,0,4
7016,70584,2023,2023-11-20,2023-11-29,Robo Parcial,21167.25,3175.09,17992.16,17992.16,Pagado,0,11
7017,70588,2023,2023-07-07,2023-07-10,Colision,18008,2701.2,15306.8,0,En proceso,16585.94,7
7018,70602,2023,2023-01-13,2023-01-21,Colision,31743.68,4761.55,26982.13,0,En proceso,23181.17,1
7019,70619,2023,2024-09-03,2024-09-03,Danos,41707.16,6256.07,35451.09,0,En proceso,37590.18,9
7020,70621,2023,2023-04-16,2023-04-23,Colision,15148.04,2272.21,12875.83,0,En proceso,14569.06,4
7021,70633,2023,2024-04-13,2024-04-18,Colision,31494.58,4724.19,26770.39,26770.39,Pagado,0,4
7022,70648,2023,2023-08-30,2023-09-01,Colision,500,1800,0,0,Rechazado,0,8
7023,70668,2023,2023-11-06,2023-11-16,Colision,7537.69,1800,5737.69,5737.6900000000005,Pagado,0,11
7024,70675,2023,2024-04-22,2024-05-03,Robo Total,129233.67,19385.05,109848.62,109848.62,Pagado,0,4
7025,70676,2023,2024-05-14,2024-05-19,Colision,12726.26,1908.94,10817.32,10817.32,Pagado,0,5
7026,70684,2023,2024-01-10,2024-01-19,Colision,49817.03,7472.55,42344.47,0,En proceso,48927.67,1
7027,70690,2023,2023-09-19,2023-09-28,Colision,13704.83,2055.72,11649.1,11649.099999999999,Pagado,0,9
7028,70721,2023,2023-10-15,2023-10-28,Danos,8741.31,1800,6941.31,6941.3099999999995,Pagado,0,10
7029,70746,2023,2023-09-03,2023-09-15,Robo Parcial,6376.31,1800,4576.31,4576.31,Pagado,0,9
7030,70763,2023,2023-08-17,2023-08-19,Colision,27506.39,4125.96,23380.43,23380.43,Pagado,0,8
