poliza_id,anio_suscripcion,numero_renovacion,poliza_original_id,poliza_status,edad_conductor,experiencia_anos,score_crediticio,genero,estado,codigo_postal,marca_vehiculo,modelo_vehiculo,tipo_vehiculo,ano_vehiculo,canal_venta,fecha_inicio,fecha_vencimiento,exposicion,suma_asegurada,prima_neta
79427,2023,1,38822,Vigente,37,18,604,F,Tamaulipas,92654,Honda,Civic,Sedan,2016,Banco,2023-10-17,2024-10-17,1,208038,2532.117797615014
79428,2023,1,38827,Vigente,67,49,544,M,Jalisco,52104,Hyundai,Accent,Sedan,2014,Directo,2023-08-22,2024-08-22,1,116298,3173.190385989186
79429,2023,1,38828,Vigente,54,34,732,F,Coahuila,33209,Seat,Ibiza,Hatchback,2011,Directo,2023-03-12,2024-03-12,1,79350,2371.271778335595
79430,2023,1,38830,Vigente,23,5,679,F,Coahuila,26848,Volkswagen,Polo,Hatchback,2012,Agente,2023-03-05,2024-03-05,1,127521,2834.475507825217
79431,2023,1,38831,No Renovada,52,34,659,F,Baja California,27162,Volkswagen,Jetta,Sedan,2010,Directo,2023-07-15,2024-07-15,1,142919,2828.4574899465283
79432,2023,1,38832,No Renovada,29,11,649,F,Ciudad de Mexico,08509,Nissan,Sentra,Sedan,2013,Directo,2023-02-07,2024-02-07,1,181232,3703.8226859667343
79433,2023,1,38833,Vigente,25,7,660,M,Coahuila,27528,Ford,EcoSport,SUV,2017,Directo,2023-10-10,2024-10-10,1,178352,3236.5492092061945
79434,2023,1,38835,Vigente,30,11,600,M,Estado de Mexico,54881,Volkswagen,Vento,Sedan,2014,Directo,2023-02-26,2024-02-26,1,176313,3683.958855693931
79435,2023,1,38836,Vigente,31,13,598,M,Estado de Mexico,52330,Ford,EcoSport,SUV,2011,Agente,2023-02-07,2024-02-07,1,128501,4184.595853275472
79436,2023,1,38837,Vigente,36,17,603,F,Coahuila,33769,Honda,City,Sedan,2010,Agente,2023-02-23,2024-02-23,1,138628,2345.3240477710997
79437,2023,1,38838,Vigente,41,23,640,M,Coahuila,30454,Nissan,March,Hatchback,2012,Directo,2023-04-18,2024-04-18,1,119517,2079.5302292167385
79438,2023,1,38839,Vigente,22,4,675,M,Guanajuato,42791,Ford,EcoSport,SUV,2018,Agente,2023-12-30,2024-12-30,1,216366,4136.2916716540285
79439,2023,1,38840,Vigente,30,12,616,F,Nuevo Leon,70183,Kia,Rio,Sedan,2018,Agente,2023-09-10,2024-09-10,1,110024,2886.448664607608
79440,2023,1,38841,Vigente,22,1,595,M,Coahuila,27970,Volkswagen,Polo,Hatchback,2020,Banco,2023-06-17,2024-06-17,1,191710,3047.283513466316
79441,2023,1,38842,No Renovada,40,22,599,M,Coahuila,33029,Nissan,March,Hatchback,2014,Banco,2023-10-28,2024-10-28,1,103459,2038.7932177110827
79442,2023,1,38843,Vigente,39,21,633,F,Veracruz,100491,Volkswagen,Jetta,Sedan,2019,Agente,2023-10-14,2024-10-14,1,280800,2724.0732288561185
79443,2023,1,38844,Vigente,40,19,625,M,Coahuila,29512,Toyota,Yaris,Hatchback,2014,Directo,2023-06-19,2024-06-19,1,124735,2092.6364699171213
79444,2023,1,38846,Vigente,23,4,664,M,Coahuila,28840,Volkswagen,Polo,Hatchback,2015,Banco,2023-10-09,2024-10-09,1,117467,2800.3928681250673
79445,2023,1,38847,No Renovada,30,12,712,F,Estado de Mexico,56192,Ford,Fiesta,Hatchback,2008,Directo,2023-12-18,2024-12-18,1,56394,2880.1269615706597
79446,2023,1,38848,Vigente,46,27,630,M,Sonora,85729,Hyundai,Accent,Sedan,2017,Directo,2023-05-21,2024-05-21,1,157657,2397.096343600986
79447,2023,1,38849,Vigente,19,1,630,F,Guanajuato,42180,Volkswagen,Jetta,Sedan,2015,Agente,2023-09-30,2024-09-30,1,224590,3477.6350575712268
79448,2023,1,38850,Vigente,27,9,727,M,Coahuila,27195,Toyota,Corolla,Sedan,2018,Directo,2023-03-23,2024-03-23,1,251765,2912.5541361662135
79449,2023,1,38852,Vigente,37,19,639,F,Tamaulipas,92736,Toyota,Yaris,Hatchback,2010,Directo,2023-05-18,2024-05-18,1,134805,2117.77932016439
79450,2023,1,38853,Vigente,34,15,616,M,Baja California,21477,Kia,Rio,Sedan,2014,Agente,2023-02-28,2024-02-28,1,98845,2458.189662976952
79451,2023,1,38854,Vigente,39,21,611,M,Michoacan,64806,Mazda,Mazda3,Sedan,2012,Directo,2023-09-04,2024-09-04,1,103465,2247.7864474064722
79452,2023,1,38855,Vigente,33,15,587,F,Coahuila,29612,Mazda,Mazda3,Sedan,2011,Agente,2023-01-21,2024-01-21,1,105717,2479.5437022315837
79453,2023,1,38856,Vigente,32,12,682,F,Estado de Mexico,52706,Nissan,Versa,Sedan,2012,Digital,2023-01-09,2024-01-09,1,139687,3534.6896014905997
79454,2023,1,38857,Vigente,31,13,594,F,Coahuila,32573,Nissan,Versa,Sedan,2013,Directo,2023-05-27,2024-05-27,1,143311,2593.9291324766828
79455,2023,1,38858,Vigente,45,27,653,M,Coahuila,34948,Nissan,March,Hatchback,2015,Agente,2023-08-04,2024-08-04,1,121045,2083.374118238689
79456,2023,1,38859,No Renovada,41,21,658,M,Puebla,73974,Volkswagen,Vento,Sedan,2016,Agente,2023-10-13,2024-10-13,1,139971,2348.9967613600375
79457,2023,1,38860,Vigente,24,4,682,F,Puebla,75234,Toyota,Corolla,Sedan,2013,Agente,2023-10-29,2024-10-29,1,187680,3345.090064319557
79458,2023,1,38862,Vigente,29,10,571,F,Jalisco,44678,Nissan,March,Hatchback,2016,Directo,2023-09-06,2024-09-06,1,137357,2705.461594047024
79459,2023,1,38863,Vigente,35,17,615,F,Jalisco,52314,Kia,Rio,Sedan,2015,Banco,2023-12-27,2024-12-27,1,85437,2543.1054547053145
79460,2023,1,38864,No Renovada,48,30,737,M,Jalisco,52034,Nissan,Sentra,Sedan,2017,Directo,2023-05-02,2024-05-02,1,200683,2909.2650937117005
79461,2023,1,38865,Vigente,30,12,659,M,Guanajuato,40711,Nissan,Versa,Sedan,2015,Digital,2023-06-21,2024-06-21,1,148435,2609.28204813063
79462,2023,1,38866,No Renovada,39,21,717,F,Ciudad de Mexico,01581,Nissan,March,Hatchback,2012,Agente,2023-05-02,2024-05-02,1,103548,2790.2391517036285
79463,2023,1,38867,Vigente,19,1,534,M,Baja California,25765,Ford,EcoSport,SUV,2010,Directo,2023-09-04,2024-09-04,1,119884,3714.390435556834
79464,2023,1,38868,Vigente,38,18,661,F,Coahuila,26898,Ford,Fiesta,Hatchback,2017,Agente,2023-08-24,2024-08-24,1,122825,2087.845657240434
79465,2023,1,38870,Vigente,32,13,626,F,Michoacan,62467,Ford,EcoSport,SUV,2016,Banco,2023-02-16,2024-02-16,1,222239,3390.8538220016426
79466,2023,1,38871,Vigente,44,26,615,F,Estado de Mexico,50062,Volkswagen,Jetta,Sedan,2012,Banco,2023-11-30,2024-11-30,1,193793,3413.0834263683078
79467,2023,1,38872,Vigente,38,20,652,M,Sonora,83696,Volkswagen,Vento,Sedan,2016,Agente,2023-06-20,2024-06-20,1,191843,2488.970080061939
79468,2023,1,38873,Vigente,29,11,686,M,Veracruz,97628,Volkswagen,Jetta,Sedan,2016,Directo,2023-01-03,2024-01-03,1,184849,2717.2968871269195
79469,2023,1,38874,Vigente,31,13,575,M,Chihuahua,33750,Volkswagen,Vento,Sedan,2013,Directo,2023-11-04,2024-11-04,1,128072,2547.974639583631
79470,2023,1,38875,Vigente,37,19,670,M,Nuevo Leon,64544,Mazda,Mazda3,Sedan,2013,Directo,2023-09-13,2024-09-13,1,140186,2720.57145027346
79471,2023,1,38876,Vigente,39,21,720,F,Coahuila,31129,Volkswagen,Vento,Sedan,2019,Agente,2023-03-20,2024-03-20,1,234561,2602.396901270711
79472,2023,1,38877,Vigente,37,19,754,F,Veracruz,95135,Mazda,Mazda3,Sedan,2012,Directo,2023-03-07,2024-03-07,1,146646,2367.2062159763454
79473,2023,1,38878,Vigente,35,16,710,M,Coahuila,26993,Honda,Civic,Sedan,2010,Banco,2023-08-14,2024-08-14,1,203875,2521.0454822722995
79474,2023,1,38880,Vigente,45,25,750,F,Veracruz,96663,Kia,Rio,Sedan,2012,Agente,2023-03-08,2024-03-08,1,74605,2164.6507521692383
79475,2023,1,38881,Vigente,38,17,708,M,Coahuila,25383,Volkswagen,Vento,Sedan,2018,Banco,2023-03-30,2024-03-30,1,225792,2579.2079475296855
79476,2023,1,38882,Vigente,28,10,608,F,Estado de Mexico,58344,Seat,Ibiza,Hatchback,2014,Agente,2023-01-10,2024-01-10,1,93031,3028.4940551105183
79477,2023,1,38884,Vigente,34,14,693,F,Sonora,87943,Kia,Rio,Sedan,2014,Banco,2023-12-10,2024-12-10,1,92148,2437.1969361427377
79478,2023,1,38885,Vigente,22,NA,579,M,Nuevo Leon,67852,Nissan,Versa,Sedan,2019,Agente,2023-08-21,2024-08-21,1,243506,4104.867253210826
79479,2023,1,38886,Vigente,23,4,629,F,Tamaulipas,87875,Toyota,Corolla,Sedan,2013,Banco,2023-01-08,2024-01-08,1,169119,3277.854880343661
79480,2023,1,38887,Vigente,28,10,685,M,Coahuila,29522,Toyota,Corolla,Sedan,2015,Directo,2023-01-08,2024-01-08,1,172031,2679.465491541001
79481,2023,1,38888,No Renovada,34,16,558,F,Coahuila,30851,Toyota,Yaris,Hatchback,2018,Agente,2023-10-25,2024-10-25,1,172637,2431.9802516036348
79482,2023,1,38889,No Renovada,47,29,552,M,Michoacan,59267,Nissan,Versa,Sedan,2016,Agente,2023-02-16,2024-02-16,1,174112,2441.4726584835057
79483,2023,1,38891,No Renovada,38,19,584,M,Estado de Mexico,59355,Nissan,March,Hatchback,2012,Banco,2023-05-02,2024-05-02,1,118004,2840.457600306096
79484,2023,1,38892,No Renovada,22,3,659,F,Coahuila,27290,Volkswagen,Jetta,Sedan,2019,Agente,2023-10-02,2024-10-02,1,316186,3802.5101204088237
79485,2023,1,38893,Vigente,38,18,NA,F,Michoacan,60169,Volkswagen,Vento,Sedan,2015,Directo,2023-05-23,2024-05-23,1,176342,2447.4631236324326
79486,2023,1,38894,No Renovada,37,18,616,F,Estado de Mexico,57564,Nissan,March,Hatchback,2012,Directo,2023-07-09,2024-07-09,1,105229,2796.1183330281774
79487,2023,1,38895,Vigente,28,10,610,F,Coahuila,30971,Chevrolet,Equinox,SUV,2015,Digital,2023-12-18,2024-12-18,1,188989,3274.136764753017
79488,2023,1,38897,Vigente,28,5,704,M,Puebla,72087,Volkswagen,Jetta,Sedan,2010,Agente,2023-12-13,2024-12-13,1,158506,2639.3334361773223
79489,2023,1,38899,Vigente,37,17,694,M,Baja California,25709,Mazda,Mazda3,Sedan,2007,Agente,2023-04-29,2024-04-29,1,87309,2201.7272431868923
79490,2023,1,38900,No Renovada,27,6,631,F,Coahuila,25994,Toyota,Corolla,Sedan,2013,Agente,2023-10-28,2024-10-28,1,224842,2834.3624563724475
79491,2023,1,38902,Vigente,39,21,601,F,Baja California,21342,Nissan,March,Hatchback,2017,Agente,2023-05-02,2024-05-02,1,105596,2044.2541303472512
79492,2023,1,38903,Vigente,33,15,648,F,Chihuahua,32366,Nissan,Sentra,Sedan,2017,Agente,2023-03-12,2024-03-12,1,186932,2723.4282401025093
79493,2023,1,38905,Vigente,32,12,612,M,Jalisco,48218,Toyota,Corolla,Sedan,2016,Directo,2023-03-16,2024-03-16,1,263081,3410.355160184589
79494,2023,1,38906,Vigente,32,14,667,M,Jalisco,48106,Volkswagen,Polo,Hatchback,2014,Agente,2023-03-21,2024-03-21,1,140612,2715.7472941070537
79495,2023,1,38907,No Renovada,41,23,711,M,Nuevo Leon,65559,Volkswagen,Vento,Sedan,2011,Agente,2023-08-02,2024-08-02,1,148118,2745.6142404831303
79496,2023,1,38909,Vigente,35,16,754,F,Guanajuato,39730,Volkswagen,Vento,Sedan,2017,Agente,2023-06-01,2024-06-01,1,172786,2437.9081353192964
79497,2023,1,38910,Vigente,22,4,679,M,Coahuila,26796,Volkswagen,Polo,Hatchback,2016,Agente,2023-12-18,2024-12-18,1,132856,2852.4519353319774
79498,2023,1,38911,Vigente,39,20,511,F,Puebla,81971,Volkswagen,Vento,Sedan,2014,Agente,2023-04-15,2024-04-15,1,148762,2372.9639225599576
79499,2023,1,38912,Vigente,36,18,584,M,Estado de Mexico,53605,Nissan,Versa,Sedan,2018,Banco,2023-07-29,2024-07-29,1,171002,3329.518182006056
79500,2023,1,38913,Vigente,48,28,575,F,Guanajuato,37482,Nissan,Sentra,Sedan,2016,Agente,2023-12-12,2024-12-12,1,173487,2439.792780907083
79501,2023,1,38914,Vigente,44,23,539,F,Jalisco,46964,Honda,Civic,Sedan,2010,Agente,2023-08-15,2024-08-15,1,174562,2828.3685328770507
79502,2023,1,38915,Vigente,39,21,650,F,Ciudad de Mexico,03982,Ford,EcoSport,SUV,2014,Directo,2023-12-25,2024-12-25,1,204640,4141.59891282563
79503,2023,1,38916,Vigente,42,24,645,M,Nuevo Leon,69958,Nissan,March,Hatchback,2016,Digital,2023-06-24,2024-06-24,1,131232,2441.8603747929437
79504,2023,1,38917,Vigente,33,13,595,M,Estado de Mexico,51620,Kia,Rio,Sedan,2014,Directo,2023-08-26,2024-08-26,1,117978,3444.656190600669
79505,2023,1,38918,Vigente,38,20,680,M,Coahuila,29389,Kia,Rio,Sedan,2014,Directo,2023-11-06,2024-11-06,1,81485,2184.841351267662
79506,2023,1,38919,Vigente,49,31,589,M,Nuevo Leon,68974,Toyota,Corolla,Sedan,2015,Agente,2023-10-30,2024-10-30,1,243630,3041.0210962737747
79507,2023,1,38920,Vigente,27,8,673,M,Veracruz,97411,Volkswagen,Polo,Hatchback,2010,Agente,2023-09-17,2024-09-17,1,94286,2216.7075309256084
79508,2023,1,38921,Vigente,34,16,641,F,Jalisco,44367,Nissan,March,Hatchback,2016,Agente,2023-10-06,2024-10-06,1,145911,2732.4478997332085
79509,2023,1,38922,Vigente,53,35,622,M,Guanajuato,36474,Ford,EcoSport,SUV,2016,Directo,2023-12-11,2024-12-11,1,224370,3707.2370164961226
79510,2023,1,38923,Vigente,44,26,NA,M,Sonora,92281,Chevrolet,Equinox,SUV,2013,Agente,2023-10-27,2024-10-27,1,229878,3106.84742520747
79511,2023,1,38924,No Renovada,41,23,730,F,Chihuahua,32910,Toyota,Corolla,Sedan,2009,Digital,2023-04-03,2024-04-03,1,163132,2411.8973721632174
79512,2023,1,38926,Vigente,22,4,686,F,Baja California,30953,Honda,City,Sedan,2010,Agente,2023-09-23,2024-09-23,1,155169,3226.982529657525
79513,2023,1,38927,Vigente,47,29,629,F,Estado de Mexico,52790,Volkswagen,Jetta,Sedan,2010,Directo,2023-01-13,2024-01-13,1,177640,3353.928283743409
79514,2023,1,38928,Vigente,26,7,722,F,Estado de Mexico,52958,Mazda,Mazda3,Sedan,2018,Directo,2023-05-06,2024-05-06,1,165361,3639.594690666195
79515,2023,1,38929,No Renovada,31,10,702,F,Michoacan,58975,Chevrolet,Aveo,Sedan,2015,Directo,2023-05-18,2024-05-18,1,111944,2498.7508656631235
79516,2023,1,38931,No Renovada,44,26,685,F,Puebla,79447,Nissan,Versa,Sedan,2009,Digital,2023-06-03,2024-06-03,1,109651,2265.175239829673
79517,2023,1,38932,Vigente,30,12,684,M,Puebla,75881,Kia,Rio,Sedan,2016,Agente,2023-06-06,2024-06-06,1,128874,2550.405316914071
79518,2023,1,38933,Vigente,51,30,576,M,Guanajuato,42641,Kia,Rio,Sedan,2015,Agente,2023-03-12,2024-03-12,1,127874,2778.9538044489714
79519,2023,1,38934,Vigente,29,11,685,M,Jalisco,48971,Nissan,Sentra,Sedan,2017,Directo,2023-02-02,2024-02-02,1,197186,3188.3217298161417
79520,2023,1,38935,Vigente,33,12,597,M,Estado de Mexico,51009,Volkswagen,Jetta,Sedan,2014,Agente,2023-07-16,2024-07-16,1,154498,3595.379072152908
79521,2023,1,38936,Vigente,43,24,625,F,Coahuila,31122,Ford,Fiesta,Hatchback,2012,Agente,2023-05-04,2024-05-04,1,75404,1965.5424407063745
79522,2023,1,38937,Vigente,31,13,686,F,Nuevo Leon,66280,Volkswagen,Jetta,Sedan,2017,Agente,2023-11-18,2024-11-18,1,243273,3343.9239046002654
79523,2023,1,38938,No Renovada,47,29,633,F,Ciudad de Mexico,05903,Hyundai,Accent,Sedan,2013,Directo,2023-08-13,2024-08-13,1,95001,3043.0746531923182
79524,2023,1,38939,Vigente,45,27,668,F,Coahuila,34167,Hyundai,Accent,Sedan,2012,Banco,2023-02-15,2024-02-15,1,87026,2200.9106382711807
79525,2023,1,38940,Vigente,27,7,563,F,Ciudad de Mexico,02809,Mazda,Mazda3,Sedan,2014,Agente,2023-06-11,2024-06-11,1,142649,3546.8683276855095
79526,2023,1,38941,Vigente,48,30,559,F,Veracruz,91573,Seat,Ibiza,Hatchback,2012,Agente,2023-09-06,2024-09-06,1,98620,2026.3759566180217
79527,2023,1,38942,No Renovada,45,27,547,M,Michoacan,62391,Honda,Civic,Sedan,2013,Agente,2023-10-25,2024-10-25,1,247867,2637.5069983570475
79528,2023,1,38943,Vigente,28,10,NA,F,Nuevo Leon,71009,Chevrolet,Aveo,Sedan,2011,Agente,2023-12-15,2024-12-15,1,80992,2780.9669287850024
79529,2023,1,38944,Vigente,32,14,754,M,Coahuila,31057,Toyota,Yaris,Hatchback,2014,Banco,2023-12-06,2024-12-06,1,121600,2293.2459564241044
79530,2023,1,38946,Vigente,37,19,733,F,Nuevo Leon,70672,Chevrolet,Aveo,Sedan,2019,Digital,2023-11-10,2024-11-10,1,168725,2810.18685132609
79531,2023,1,38947,Vigente,23,5,752,F,Nuevo Leon,69565,Toyota,Corolla,Sedan,2013,Banco,2023-11-18,2024-11-18,1,160432,3758.774150349641
79532,2023,1,38948,Vigente,40,20,690,M,Coahuila,34857,Honda,Civic,Sedan,2012,Banco,2023-01-28,2024-01-28,1,187066,2476.202294428806
79533,2023,1,38949,Vigente,41,19,716,M,Puebla,76875,Volkswagen,Vento,Sedan,2016,Directo,2023-04-04,2024-04-04,1,199947,2510.5865130036077
79534,2023,1,38950,Vigente,39,21,604,F,Tamaulipas,94497,Volkswagen,Jetta,Sedan,2014,Agente,2023-08-02,2024-08-02,1,218264,2559.2653252609107
79535,2023,1,38953,No Renovada,39,21,702,M,Coahuila,25369,Hyundai,Accent,Sedan,2011,Directo,2023-08-26,2024-08-26,1,102590,2245.3169706699414
79536,2023,1,38954,Vigente,45,27,726,M,Coahuila,27456,Nissan,Sentra,Sedan,2013,Agente,2023-05-16,2024-05-16,1,156375,2393.6249994581494
79537,2023,1,38955,Vigente,44,25,675,F,Estado de Mexico,55363,Mazda,Mazda3,Sedan,2016,Digital,2023-10-14,2024-10-14,1,126022,3161.991622696638
79538,2023,1,38956,No Renovada,50,29,642,F,Coahuila,28768,Mazda,Mazda3,Sedan,2011,Agente,2023-08-18,2024-08-18,1,132548,2794.3876847739693
79539,2023,1,38957,Vigente,47,29,589,M,Coahuila,34145,Nissan,Sentra,Sedan,2017,Digital,2023-03-13,2024-03-13,1,217008,2555.934637882417
79540,2023,1,38958,No Renovada,29,11,600,F,Michoacan,58701,Nissan,Versa,Sedan,2017,Digital,2023-07-21,2024-07-21,1,139000,2580.975840679969
79541,2023,1,38959,Vigente,45,25,682,F,Sonora,92340,Volkswagen,Jetta,Sedan,2014,Directo,2023-01-12,2024-01-12,1,179566,2456.1147958390666
79542,2023,1,38960,No Renovada,50,31,647,M,Coahuila,28684,Mazda,Mazda3,Sedan,2015,Agente,2023-12-23,2024-12-23,1,115140,2736.612763640687
79543,2023,1,38961,Vigente,27,9,564,M,Nuevo Leon,72686,Ford,EcoSport,SUV,2013,Digital,2023-01-06,2024-01-06,1,169619,3711.722895362552
79544,2023,1,38962,Vigente,35,17,754,F,Puebla,74532,Ford,Fiesta,Hatchback,2012,Agente,2023-08-12,2024-08-12,1,70781,1953.103572656566
79545,2023,1,38963,Vigente,32,14,748,M,Coahuila,32930,Mazda,Mazda3,Sedan,2017,Directo,2023-11-27,2024-11-27,1,137001,2574.9574748736463
79546,2023,1,38964,Vigente,29,11,678,M,Coahuila,29073,Hyundai,Accent,Sedan,2019,Agente,2023-09-24,2024-09-24,1,141066,2587.187868749014
79547,2023,1,38965,Vigente,40,22,714,F,Estado de Mexico,52442,Nissan,Versa,Sedan,2012,Agente,2023-02-11,2024-02-11,1,134602,3194.298249695366
79548,2023,1,38966,Vigente,27,9,643,M,Nuevo Leon,64040,Ford,Fiesta,Hatchback,2019,Agente,2023-06-26,2024-06-26,1,135914,2700.894814220322
79549,2023,1,38967,Vigente,38,20,714,F,Sonora,92229,Nissan,Sentra,Sedan,2012,Agente,2023-03-18,2024-03-18,1,160398,2404.511078379721
79550,2023,1,38968,Vigente,27,9,678,F,Baja California,25593,Nissan,Versa,Sedan,2012,Agente,2023-03-03,2024-03-03,1,124574,2537.355476949513
79551,2023,1,38969,No Renovada,40,20,639,M,Veracruz,93618,Volkswagen,Jetta,Sedan,2013,Directo,2023-09-23,2024-09-23,1,179283,2455.355775226125
79552,2023,1,38970,No Renovada,39,17,601,M,Ciudad de Mexico,01906,Ford,EcoSport,SUV,2014,Digital,2023-08-21,2024-08-21,1,155574,3925.536654313973
79553,2023,1,38971,No Renovada,40,22,701,F,Coahuila,32058,Honda,City,Sedan,2013,Banco,2023-05-16,2024-05-16,1,123581,2303.9414438327217
79554,2023,1,38972,Vigente,45,26,695,M,Ciudad de Mexico,02436,Honda,Civic,Sedan,2017,Agente,2023-12-15,2024-12-15,1,231247,3549.1892034751086
79555,2023,1,38973,Vigente,30,12,688,F,Ciudad de Mexico,01931,Mazda,Mazda3,Sedan,2015,Digital,2023-10-20,2024-10-20,1,120656,3455.8457883058877
79556,2023,1,38974,Vigente,28,10,664,F,Tamaulipas,95277,Chevrolet,Aveo,Sedan,2014,Agente,2023-04-05,2024-04-05,1,114710,2507.243478272896
79557,2023,1,38975,Vigente,49,28,525,F,Chihuahua,32718,Mazda,Mazda3,Sedan,2013,Agente,2023-07-18,2024-07-18,1,144078,2360.209258813567
79558,2023,1,38977,Vigente,39,21,569,M,Jalisco,47987,Chevrolet,Aveo,Sedan,2015,Banco,2023-02-12,2024-02-12,1,121972,2662.5653927786275
79559,2023,1,38978,Vigente,36,17,617,M,Nuevo Leon,68629,Honda,City,Sedan,2012,Digital,2023-03-11,2024-03-11,1,160538,2784.608936439393
79560,2023,1,38979,Vigente,37,19,529,M,Coahuila,32884,Honda,Civic,Sedan,2014,Directo,2023-10-17,2024-10-17,1,199098,2508.3243635096396
79561,2023,1,38980,No Renovada,41,23,722,M,Coahuila,33981,Volkswagen,Jetta,Sedan,2015,Banco,2023-04-02,2024-04-02,1,152327,2382.649308009858
79562,2023,1,38981,Vigente,27,9,555,M,Jalisco,50446,Nissan,March,Hatchback,2018,Agente,2023-11-16,2024-11-16,1,139138,2711.092142711438
79563,2023,1,38982,Vigente,29,10,582,M,Jalisco,44830,Toyota,Corolla,Sedan,2018,Banco,2023-04-02,2024-04-02,1,192232,3171.485043970907
79564,2023,1,38983,Vigente,35,17,660,M,Jalisco,50169,Volkswagen,Polo,Hatchback,2018,Banco,2023-08-29,2024-08-29,1,131065,2441.378080905981
79565,2023,1,38984,Vigente,51,33,682,M,Estado de Mexico,57827,Nissan,March,Hatchback,2012,Directo,2023-08-20,2024-08-20,1,82480,3258.5008557864207
79566,2023,1,38985,Vigente,43,24,648,M,Jalisco,49778,Chevrolet,Aveo,Sedan,2013,Agente,2023-03-18,2024-03-18,1,102624,2599.9518661705874
79567,2023,1,38986,Vigente,41,23,712,M,Estado de Mexico,57204,Toyota,Yaris,Hatchback,2003,Agente,2023-12-27,2024-12-27,1,80259,2707.380887487071
79568,2023,1,38987,Vigente,34,16,701,M,Coahuila,30570,Ford,Fiesta,Hatchback,2009,Digital,2023-02-09,2024-02-09,1,75482,2162.3263076837598
79569,2023,1,38988,Vigente,31,13,722,F,Coahuila,33274,Chevrolet,Aveo,Sedan,2014,Banco,2023-04-03,2024-04-03,1,96507,2450.8827067331345
79570,2023,1,38989,Vigente,48,30,640,M,Coahuila,27995,Honda,Civic,Sedan,2014,Directo,2023-10-25,2024-10-25,1,189334,2482.2665996390815
79571,2023,1,38991,Vigente,31,13,668,M,Ciudad de Mexico,03719,Chevrolet,Aveo,Sedan,2016,Agente,2023-09-16,2024-09-16,1,124963,3473.7886193856625
79572,2023,1,38992,Vigente,25,5,589,F,Jalisco,53954,Volkswagen,Vento,Sedan,2008,Directo,2023-12-01,2024-12-01,1,115204,2904.877515900066
79573,2023,1,38993,Vigente,25,4,627,F,Veracruz,97362,Chevrolet,Equinox,SUV,2016,Banco,2023-03-05,2024-03-05,1,244879,3469.8000306961007
79574,2023,1,38994,Vigente,37,18,754,M,Sonora,88340,Volkswagen,Polo,Hatchback,2017,Agente,2023-03-11,2024-03-11,1,115663,2069.811837095444
79575,2023,1,38995,Vigente,24,6,701,M,Estado de Mexico,54702,Hyundai,Accent,Sedan,2019,Banco,2023-06-06,2024-06-06,1,140505,4342.1586167590485
79576,2023,1,38998,Vigente,23,4,723,M,Coahuila,31570,Ford,EcoSport,SUV,2009,Banco,2023-11-17,2024-11-17,1,142624,3815.6709006422598
79577,2023,1,38999,Vigente,42,24,NA,F,Coahuila,29368,Chevrolet,Equinox,SUV,2011,Agente,2023-12-31,2024-12-31,1,179249,2945.203997505686
79578,2023,1,39001,Vigente,41,22,633,M,Chihuahua,38298,Volkswagen,Polo,Hatchback,2012,Directo,2023-05-17,2024-05-17,1,99926,2029.7345978313444
79579,2023,1,39002,Vigente,39,21,653,F,Jalisco,44512,Chevrolet,Aveo,Sedan,2018,Agente,2023-07-01,2024-07-01,1,159074,2780.0250361412996
79580,2023,1,39003,Vigente,36,18,674,M,Guanajuato,38699,Mazda,Mazda3,Sedan,2018,Agente,2023-02-02,2024-02-02,1,169341,2428.6384528934677
79581,2023,1,39004,No Renovada,58,37,665,F,Coahuila,30554,Nissan,March,Hatchback,2013,Agente,2023-10-07,2024-10-07,1,92033,2411.2155498918037
79582,2023,1,39005,Vigente,36,17,NA,F,Ciudad de Mexico,09856,Nissan,Sentra,Sedan,2016,Digital,2023-07-03,2024-07-03,1,163716,3302.6485435980226
79583,2023,1,39008,Vigente,27,8,612,M,Veracruz,96566,Nissan,March,Hatchback,2015,Banco,2023-10-25,2024-10-25,1,125892,2305.0884740750976
79584,2023,1,39009,Vigente,44,26,590,F,Coahuila,34096,Mazda,Mazda3,Sedan,2016,Agente,2023-11-09,2024-11-09,1,187159,2476.4510528741057
79585,2023,1,39010,Vigente,38,19,702,M,Estado de Mexico,53996,Honda,City,Sedan,2013,Agente,2023-12-31,2024-12-31,1,128056,3169.668872737585
79586,2023,1,39011,Vigente,40,21,645,M,Estado de Mexico,58503,Ford,EcoSport,SUV,2013,Directo,2023-06-29,2024-06-29,1,174116,4007.6575723469905
79587,2023,1,39013,Vigente,36,18,535,M,Michoacan,60421,Nissan,Versa,Sedan,2014,Directo,2023-04-06,2024-04-06,1,167307,2423.159212559082
79588,2023,1,39014,Vigente,48,30,693,M,Michoacan,62342,Ford,Fiesta,Hatchback,2009,Agente,2023-09-23,2024-09-23,1,63718,1933.8154215489085
79589,2023,1,39017,Vigente,30,11,603,M,Coahuila,26568,Volkswagen,Jetta,Sedan,2015,Agente,2023-12-04,2024-12-04,1,216655,2810.498201508355
79590,2023,1,39018,Vigente,44,26,706,F,Coahuila,32687,Seat,Ibiza,Hatchback,2016,Directo,2023-04-28,2024-04-28,1,143754,2139.9779761400323
79591,2023,1,39020,Vigente,30,12,620,F,Coahuila,31221,Nissan,Sentra,Sedan,2013,Banco,2023-04-30,2024-04-30,1,170158,2673.921790774749
