siniestro_id,anio_ocurrencia,anio_desarrollo,anio_calendario,numero_pago,monto_pago,monto_acumulado
3350,2021,2,2023,3,1414.83,12070.87
3350,2021,3,2024,4,611.2,12677.64
3351,2021,0,2021,1,8435.45,8435.45
3351,2021,1,2022,2,3473.11,11908.55
3351,2021,2,2023,3,1085.83,12994.38
3351,2021,3,2024,4,776.76,13771.14
3352,2021,0,2021,1,3116.91,3049.97
3352,2021,1,2022,2,1420.62,4440.07
3352,2021,2,2023,3,527.33,4956.07
3352,2021,3,2024,4,186.06,5138.14
3354,2021,0,2021,1,1847.6,1797.89
3354,2021,1,2022,2,795.85,2572.32
3354,2021,2,2023,3,457.61,3017.62
3354,2021,3,2024,4,20.71,3037.78
3355,2021,0,2021,1,9784.3,9552.09
3355,2021,1,2022,2,4229.41,13681.12
3355,2021,2,2023,3,1506.56,15151.92
3355,2021,3,2024,4,424.82,15566.66
3356,2021,0,2021,1,11921.89,11921.89
3356,2021,1,2022,2,4870.93,16792.82
3356,2021,2,2023,3,1832.22,18625.04
3356,2021,3,2024,4,648.47,19273.51
3357,2021,0,2021,1,7151.04,6934.84
3357,2021,1,2022,2,2588.32,9444.91
3357,2021,2,2023,3,939.36,10355.87
3357,2021,3,2024,4,311.98,10658.42
3358,2021,0,2021,1,3488.39,3403.43
3358,2021,1,2022,2,1640.4,5003.88
3358,2021,2,2023,3,477.05,5469.32
3358,2021,3,2024,4,228.73,5692.47
3359,2021,0,2021,1,2279.96,2279.96
3359,2021,1,2022,2,1201.83,3481.8
3359,2021,2,2023,3,227.41,3709.21
3359,2021,3,2024,4,207.02,3916.23
3360,2021,0,2021,1,5628.6,5492.17
3360,2021,1,2022,2,2320.46,7756.39
3360,2021,2,2023,3,1213.34,8940.32
3360,2021,3,2024,4,309.83,9242.64
3362,2021,0,2021,1,6475.5,6475.5
3362,2021,1,2022,2,2707.18,9182.69
3362,2021,2,2023,3,914.74,10097.43
3362,2021,3,2024,4,723.68,10821.11
3363,2021,0,2021,1,9808.49,9798.55
3363,2021,1,2022,2,3609.8,13404.69
3363,2021,2,2023,3,1533.58,14936.71
3363,2021,3,2024,4,1023.11,15958.78
3364,2021,0,2021,1,13039.69,12923.44
3364,2021,1,2022,2,5457.54,18332.33
3364,2021,2,2023,3,2157.32,20470.42
3364,2021,3,2024,4,768.84,21232.41
3365,2021,0,2021,1,15594.3,15576.43
3365,2021,1,2022,2,6666.96,22235.75
3365,2021,2,2023,3,3147.88,25380.02
3365,2021,3,2024,4,893,26271.99
3367,2021,0,2021,1,9297.17,9297.17
3367,2021,1,2022,2,3143.2,12440.37
3367,2021,2,2023,3,1404.4,13844.77
3367,2021,3,2024,4,1002.15,14846.92
3368,2021,0,2021,1,8494.33,8494.33
3368,2021,1,2022,2,4611.07,13105.4
3368,2021,2,2023,3,611.33,13716.73
3368,2021,3,2024,4,786.56,14503.29
3369,2021,0,2021,1,10479.02,10479.02
3369,2021,1,2022,2,3729.97,14208.99
3369,2021,2,2023,3,2849.15,17058.14
3369,2021,3,2024,4,0,17058.14
3371,2021,0,2021,1,3984.55,3984.55
3371,2021,1,2022,2,1575.81,5560.36
3371,2021,2,2023,3,818.26,6378.62
3371,2021,3,2024,4,199.52,6578.14
3373,2021,0,2021,1,23993.6,23993.6
3373,2021,1,2022,2,10772.99,34766.59
3373,2021,2,2023,3,2234.42,37001.01
3373,2021,3,2024,4,2473.52,39474.53
3374,2021,0,2021,1,60.46,60.46
3374,2021,1,2022,2,25.61,86.07
3374,2021,2,2023,3,8.79,94.87
3374,2021,3,2024,4,6.66,101.53
3375,2021,0,2021,1,8597.38,8597.38
3375,2021,1,2022,2,3534.18,12131.56
3375,2021,2,2023,3,1665.41,13796.97
3375,2021,3,2024,4,1303.39,15100.36
3376,2021,0,2021,1,60424.6,60282.45
3376,2021,1,2022,2,23030.47,83258.74
3376,2021,2,2023,3,14889.17,98112.88
3376,2021,3,2024,4,4258.1,102360.96
3377,2021,0,2021,1,12289.1,12289.1
3377,2021,1,2022,2,5748.4,18037.5
3377,2021,2,2023,3,1804.29,19841.79
3377,2021,3,2024,4,701.73,20543.52
3378,2021,0,2021,1,13688.86,13688.86
3378,2021,1,2022,2,5094.42,18783.28
3378,2021,2,2023,3,1365.51,20148.78
3378,2021,3,2024,4,1428,21576.78
3379,2021,0,2021,1,15150.52,15057.57
3379,2021,1,2022,2,4978.91,20005.94
3379,2021,2,2023,3,4060.85,24041.87
3379,2021,3,2024,4,1.28,24043.14
3380,2021,0,2021,1,11524.87,11524.87
3380,2021,1,2022,2,5029.91,16554.77
3380,2021,2,2023,3,1503.36,18058.13
3380,2021,3,2024,4,1305.54,19363.67
3381,2021,0,2021,1,15725.11,15420.47
3381,2021,1,2022,2,7135.4,22417.64
3381,2021,2,2023,3,1744.06,24127.91
3381,2021,3,2024,4,1632.24,25728.53
3382,2021,0,2021,1,29856.41,29856.41
3382,2021,1,2022,2,13682.03,43538.44
3382,2021,2,2023,3,4437.3,47975.74
3382,2021,3,2024,4,4002.55,51978.29
3383,2021,0,2021,1,7428.37,7428.37
3383,2021,1,2022,2,2639.21,10067.57
3383,2021,2,2023,3,862.61,10930.18
3383,2021,3,2024,4,1099.58,12029.76
3384,2021,0,2021,1,5813.65,5813.65
3384,2021,1,2022,2,2535.06,8348.72
3384,2021,2,2023,3,708.24,9056.96
3384,2021,3,2024,4,687.31,9744.27
3385,2021,0,2021,1,11763.37,11731.85
3385,2021,1,2022,2,4631.13,16350.57
3385,2021,2,2023,3,2502.71,18846.57
3385,2021,3,2024,4,740.44,19585.02
3386,2021,0,2021,1,10605.32,10173.96
3386,2021,1,2022,2,5248.57,15209.05
3386,2021,2,2023,3,1337.3,16491.96
3386,2021,3,2024,4,309.95,16789.31
3387,2021,0,2021,1,8040.58,8037.95
3387,2021,1,2022,2,2730.78,10767.84
3387,2021,2,2023,3,2269.81,13036.91
3387,2021,3,2024,4,772.77,13809.43
3388,2021,0,2021,1,5045.37,5045.37
3388,2021,1,2022,2,2341.28,7386.66
3388,2021,2,2023,3,475.97,7862.63
3388,2021,3,2024,4,860.37,8723
3389,2021,0,2021,1,12155.72,11945.9
3389,2021,1,2022,2,4995.76,16855.43
3389,2021,2,2023,3,2570.57,19381.63
3389,2021,3,2024,4,509.97,19882.8
3391,2021,0,2021,1,139837.8,138066.71
3391,2021,1,2022,2,53870.64,191255.06
3391,2021,2,2023,3,25773.33,216701.96
3391,2021,3,2024,4,13816.17,230343.15
3393,2021,0,2021,1,5143.92,5037.96
3393,2021,1,2022,2,2075.34,7070.55
3393,2021,2,2023,3,734.84,7790.25
3393,2021,3,2024,4,350.57,8133.6
3394,2021,0,2021,1,11216.64,11216.64
3394,2021,1,2022,2,5860.83,17077.48
3394,2021,2,2023,3,2162.1,19239.57
3394,2021,3,2024,4,665.55,19905.12
3395,2021,0,2021,1,17293.66,17151.06
3395,2021,1,2022,2,5431.38,22537.66
3395,2021,2,2023,3,3124.76,25636.65
3395,2021,3,2024,4,1621.57,27244.85
3397,2021,0,2021,1,25756.2,24966.46
3397,2021,1,2022,2,10009.04,34668.6
3397,2021,2,2023,3,2508.2,37099.9
3397,2021,3,2024,4,2394.31,39420.8
3398,2021,0,2021,1,7576.03,7576.03
3398,2021,1,2022,2,3224.94,10800.97
3398,2021,2,2023,3,711.52,11512.49
3398,2021,3,2024,4,967.83,12480.32
3400,2022,0,2022,1,3600.66,3577.82
3400,2022,1,2023,2,1836.77,5402.94
3400,2022,2,2024,3,1073.83,6469.96
3402,2022,0,2022,1,18622.01,17822.19
3402,2022,1,2023,2,8087.23,25562.07
3402,2022,2,2024,3,3844.57,29241.51
3403,2022,0,2022,1,6466.93,6270.03
3403,2022,1,2023,2,2879.85,9062.2
3403,2022,2,2024,3,1145.23,10172.55
3404,2022,0,2022,1,26088.24,24424.67
3404,2022,1,2023,2,11622.68,35306.21
3404,2022,2,2024,3,4354.59,39383.12
3405,2022,0,2022,1,22329.74,21344.4
3405,2022,1,2023,2,8847.48,29801.46
3405,2022,2,2024,3,3850.56,33482.11
3406,2022,0,2022,1,13309.98,12414.84
3406,2022,1,2023,2,4687.25,16786.85
3406,2022,2,2024,3,2515.11,19132.82
3407,2022,0,2022,1,9829.85,9154.08
3407,2022,1,2023,2,3938.75,12822.05
3407,2022,2,2024,3,1675.96,14382.79
3408,2022,0,2022,1,8781.19,8781.19
3408,2022,1,2023,2,2620.91,11402.1
3408,2022,2,2024,3,3265.61,14667.71
3409,2022,0,2022,1,16777.61,16293.26
3409,2022,1,2023,2,6909.13,23002.93
3409,2022,2,2024,3,3503.33,26405.12
3410,2022,0,2022,1,4472.72,4296.26
3410,2022,1,2023,2,1540.07,5775.57
3410,2022,2,2024,3,910.05,6649.72
3411,2022,0,2022,1,7059.4,6845.6
3411,2022,1,2023,2,2686.88,9451.1
3411,2022,2,2024,3,1536.04,10940.62
3412,2022,0,2022,1,16692.47,16482.31
3412,2022,1,2023,2,8546.87,24921.58
3412,2022,2,2024,3,2794.59,27680.99
3414,2022,0,2022,1,1505.76,1403.61
3414,2022,1,2023,2,774.57,2125.64
3414,2022,2,2024,3,150.81,2266.21
3415,2022,0,2022,1,16354.82,15167.45
3415,2022,1,2023,2,6847.28,21517.61
3415,2022,2,2024,3,2490.06,23826.89
3416,2022,0,2022,1,6923.41,6482.23
3416,2022,1,2023,2,2370.08,8701.28
3416,2022,2,2024,3,908.56,9551.94
3417,2022,0,2022,1,13474.96,13429.39
3417,2022,1,2023,2,5639.36,19049.67
3417,2022,2,2024,3,3677.71,22714.94
3418,2022,0,2022,1,62249.03,57588.88
3418,2022,1,2023,2,20819.71,76849.96
3418,2022,2,2024,3,12977.73,88856.14
3419,2022,0,2022,1,11041.45,10644.94
3419,2022,1,2023,2,5378.58,15830.38
3419,2022,2,2024,3,1895.52,17657.83
3420,2022,0,2022,1,25114.43,22459.2
3420,2022,1,2023,2,9054.61,30556.5
3420,2022,2,2024,3,3380.72,33579.79
3422,2022,0,2022,1,2089.47,2002.13
3422,2022,1,2023,2,723.97,2695.84
3422,2022,2,2024,3,432.53,3110.29
3423,2022,0,2022,1,12527.95,12380.76
3423,2022,1,2023,2,5775.82,18088.72
3423,2022,2,2024,3,2407.53,20467.97
3424,2022,0,2022,1,3795.89,3626.44
3424,2022,1,2023,2,1742.89,5291.53
3424,2022,2,2024,3,643.47,5906.27
3425,2022,0,2022,1,11420.33,11420.33
3425,2022,1,2023,2,4958.62,16378.94
3425,2022,2,2024,3,2546.21,18925.15
3426,2022,0,2022,1,2548.65,2447.95
3426,2022,1,2023,2,1100.03,3504.52
3426,2022,2,2024,3,455.96,3942.46
3427,2022,0,2022,1,32177.82,31892.41
3427,2022,1,2023,2,16656.48,48401.16
3427,2022,2,2024,3,5804.72,54154.4
3429,2022,0,2022,1,2840.6,2621.2
3429,2022,1,2023,2,1278.45,3800.9
3429,2022,2,2024,3,248.48,4030.18
3431,2022,0,2022,1,16762.9,14976.81
3431,2022,1,2023,2,7317.16,21514.33
3431,2022,2,2024,3,499.17,21960.31
3432,2022,0,2022,1,35534.03,33856.48
3432,2022,1,2023,2,19782.11,52704.68
3432,2022,2,2024,3,4321.84,56822.49
3433,2022,0,2022,1,7461.76,6890.34
3433,2022,1,2023,2,2912,9579.33
3433,2022,2,2024,3,756.62,10278.01
3434,2022,0,2022,1,577.86,546.36
3434,2022,1,2023,2,264.83,796.75
3434,2022,2,2024,3,58.33,851.89
3435,2022,0,2022,1,6649.05,6152.81
3435,2022,1,2023,2,2809.07,8752.23
3435,2022,2,2024,3,883.58,9569.87
3436,2022,0,2022,1,17938.6,16986.52
3436,2022,1,2023,2,8203.75,24754.87
3436,2022,2,2024,3,2282.97,26916.67
3437,2022,0,2022,1,2794.98,2688.42
3437,2022,1,2023,2,1215.71,3857.78
3437,2022,2,2024,3,448.63,4289.31
3438,2022,0,2022,1,47154.72,43692.95
3438,2022,1,2023,2,21578.11,63686.95
3438,2022,2,2024,3,6249.32,69477.49
3439,2022,0,2022,1,9309.69,8721.11
3439,2022,1,2023,2,4233.58,12687.03
3439,2022,2,2024,3,752.74,13392.18
3440,2022,0,2022,1,3686.96,3652.68
3440,2022,1,2023,2,1703.19,5340.03
3440,2022,2,2024,3,977.6,6308.54
3441,2022,0,2022,1,10700.42,9734.02
3441,2022,1,2023,2,3936.62,13315.11
3441,2022,2,2024,3,1076.31,14294.22
3442,2022,0,2022,1,4336.72,4148.88
3442,2022,1,2023,2,2210.57,6263.7
3442,2022,2,2024,3,802.98,7031.9
3443,2022,0,2022,1,855.2,805.51
3443,2022,1,2023,2,351.19,1136.3
3443,2022,2,2024,3,129.83,1258.59
3444,2022,0,2022,1,9471.41,8960
3444,2022,1,2023,2,3686.06,12447.03
3444,2022,2,2024,3,2371.88,14690.84
3445,2022,0,2022,1,2868.72,2716.96
3445,2022,1,2023,2,1493.48,4131.43
3445,2022,2,2024,3,411.31,4520.98
3446,2022,0,2022,1,21792.36,21575.57
3446,2022,1,2023,2,8457.93,29949.36
3446,2022,2,2024,3,5454.03,35349.13
3447,2022,0,2022,1,10562.59,10213.17
3447,2022,1,2023,2,5389.97,15424.84
3447,2022,2,2024,3,2206.08,17557.94
3448,2022,0,2022,1,75152.51,70300.77
3448,2022,1,2023,2,24600.64,93313.23
3448,2022,2,2024,3,10940.41,103547.34
3449,2022,0,2022,1,8946.12,8327.04
3449,2022,1,2023,2,3207.95,11313
3449,2022,2,2024,3,1333.16,12553.9
3450,2022,0,2022,1,13092.06,11878.84
3450,2022,1,2023,2,5050.38,16461.21
3450,2022,2,2024,3,1272.03,17615.36
3451,2022,0,2022,1,25943.27,24744.79
3451,2022,1,2023,2,8909.34,33242.56
3451,2022,2,2024,3,6072.29,39034.34
3453,2022,0,2022,1,13022.38,12043.09
3453,2022,1,2023,2,6108.72,17692.43
3453,2022,2,2024,3,1751.17,19311.92
3454,2022,0,2022,1,19559.99,18891.16
3454,2022,1,2023,2,6142.57,24823.7
3454,2022,2,2024,3,4310.51,28986.81
3455,2022,0,2022,1,1876.44,1847.15
3455,2022,1,2023,2,700.51,2536.71
3455,2022,2,2024,3,551.38,3079.49
3456,2022,0,2022,1,4620.68,4504.59
3456,2022,1,2023,2,1972.26,6427.3
3456,2022,2,2024,3,1009.64,7411.57
3457,2022,0,2022,1,6372.36,6295.61
3457,2022,1,2023,2,2036.83,8307.91
3457,2022,2,2024,3,1831.3,10117.15
3458,2022,0,2022,1,24173.9,23414.06
3458,2022,1,2023,2,10049.09,33147.29
3458,2022,2,2024,3,4695.38,37695.08
3459,2022,0,2022,1,2418.51,2330.99
3459,2022,1,2023,2,941.74,3238.65
3459,2022,2,2024,3,370.1,3595.36
3460,2022,0,2022,1,5576.84,5476.54
3460,2022,1,2023,2,2461.69,7893.96
3460,2022,2,2024,3,1005.77,8881.63
3462,2022,0,2022,1,6078.83,5999.67
3462,2022,1,2023,2,2631.15,8596.56
3462,2022,2,2024,3,1064.36,9647.06
3463,2022,0,2022,1,1608.65,1550.55
3463,2022,1,2023,2,618.36,2146.58
3463,2022,2,2024,3,289.35,2425.47
3464,2022,0,2022,1,14787.26,14194.63
3464,2022,1,2023,2,6543.8,20476.17
3464,2022,2,2024,3,1718.32,22125.62
3465,2022,0,2022,1,11410.21,10613.81
3465,2022,1,2023,2,3534.08,13901.22
3465,2022,2,2024,3,1972.89,15736.41
3466,2022,0,2022,1,5767.2,5643.73
3466,2022,1,2023,2,2850.44,8433.14
3466,2022,2,2024,3,1191.46,9599.09
3467,2022,0,2022,1,11261.73,10150.37
3467,2022,1,2023,2,4767.12,14447.05
3467,2022,2,2024,3,620.35,15006.18
3468,2022,0,2022,1,27451.59,26129.02
3468,2022,1,2023,2,11726.56,37290.62
3468,2022,2,2024,3,4686.35,41751.2
3470,2022,0,2022,1,13258.99,12042.87
3470,2022,1,2023,2,5822.69,17331.5
3470,2022,2,2024,3,449.18,17739.48
3471,2022,0,2022,1,13094.09,12517.86
3471,2022,1,2023,2,6024.18,18276.93
3471,2022,2,2024,3,1391.72,19607.4
3472,2022,0,2022,1,37911.24,36881.33
3472,2022,1,2023,2,11317,47890.89
3472,2022,2,2024,3,8647.79,56303.75
3474,2022,0,2022,1,10812.26,10173.9
3474,2022,1,2023,2,4979.36,14859.28
3474,2022,2,2024,3,499.81,15329.58
3475,2022,0,2022,1,24695.9,24015.39
3475,2022,1,2023,2,10563.22,34287.54
3475,2022,2,2024,3,4696.03,38854.16
3476,2022,0,2022,1,9224.59,9063.14
3476,2022,1,2023,2,3839.34,12835.29
3476,2022,2,2024,3,1884.54,14686.85
3477,2022,0,2022,1,16405.98,15700.87
3477,2022,1,2023,2,4828.58,20321.93
3477,2022,2,2024,3,3945.21,24097.58
3478,2022,0,2022,1,22436.91,21972.5
3478,2022,1,2023,2,11796.01,33524.36
3478,2022,2,2024,3,3182.43,36640.92
3479,2022,0,2022,1,14738.08,14613.69
3479,2022,1,2023,2,7599.12,22148.68
3479,2022,2,2024,3,2415.2,24543.49
3480,2022,0,2022,1,7033.88,6588.19
3480,2022,1,2023,2,3030.57,9426.73
3480,2022,2,2024,3,880.19,10251.15
3481,2022,0,2022,1,2781.63,2598.79
3481,2022,1,2023,2,906.24,3445.46
3481,2022,2,2024,3,476.59,3890.72
3483,2022,0,2022,1,1764.63,1592.52
3483,2022,1,2023,2,521.56,2063.2
3483,2022,2,2024,3,258.22,2296.24
3484,2022,0,2022,1,4834.95,4565.58
3484,2022,1,2023,2,1826.11,6289.95
3484,2022,2,2024,3,937.34,7175.07
3485,2022,0,2022,1,566.03,546.17
3485,2022,1,2023,2,242.32,779.99
3485,2022,2,2024,3,85.1,862.1
3486,2022,0,2022,1,4637.07,4585.76
3486,2022,1,2023,2,1922.57,6487.05
3486,2022,2,2024,3,910.49,7387.47
3487,2022,0,2022,1,22044.31,20651.26
3487,2022,1,2023,2,8720.26,28820.45
3487,2022,2,2024,3,2748.71,31395.46
3488,2022,0,2022,1,9930.51,9046.74
3488,2022,1,2023,2,3527.06,12259.9
3488,2022,2,2024,3,1025.02,13193.7
3490,2022,0,2022,1,3580.46,3429.06
3490,2022,1,2023,2,1712.41,5069.06
3490,2022,2,2024,3,620.32,5663.16
3491,2022,0,2022,1,40238.44,38914.89
3491,2022,1,2023,2,12028.5,50547.75
3491,2022,2,2024,3,12936.14,63058.38
3492,2022,0,2022,1,8796.58,8165.71
3492,2022,1,2023,2,3525.95,11438.79
3492,2022,2,2024,3,1145.86,12502.47
3493,2022,0,2022,1,2214.42,2045.62
3493,2022,1,2023,2,888.04,2865.97
3493,2022,2,2024,3,331.66,3172.34
3495,2022,0,2022,1,3924.9,3749.65
3495,2022,1,2023,2,1547.98,5228.51
3495,2022,2,2024,3,806.43,5998.93
3496,2022,0,2022,1,18732.41,17107.73
3496,2022,1,2023,2,9119.84,25436.59
3496,2022,2,2024,3,1213.14,26544.52
3497,2022,0,2022,1,8690.27,8052.12
3497,2022,1,2023,2,3888.23,11654.83
3497,2022,2,2024,3,995.52,12577.24
3498,2022,0,2022,1,6366.09,6191.6
3498,2022,1,2023,2,3124.96,9230.92
3498,2022,2,2024,3,911.07,10117.02
3499,2022,0,2022,1,4697.62,4659.3
3499,2022,1,2023,2,2525.28,7163.98
3499,2022,2,2024,3,808.19,7965.58
3500,2022,0,2022,1,28357.88,28357.88
3500,2022,1,2023,2,11888.65,40246.54
3500,2022,2,2024,3,5956.99,46203.53
3502,2022,0,2022,1,82515.04,78932.16
3502,2022,1,2023,2,35558.65,112946.82
3502,2022,2,2024,3,15646.54,127913.98
3503,2022,0,2022,1,31177.39,28725.42
3503,2022,1,2023,2,13817.8,41456.51
3503,2022,2,2024,3,1909.75,43216.07
3504,2022,0,2022,1,10200.2,10093.45
3504,2022,1,2023,2,4495.71,14542.11
3504,2022,2,2024,3,2689.95,17203.91
3505,2022,0,2022,1,10718.43,9705.54
3505,2022,1,2023,2,4830.5,14079.55
3505,2022,2,2024,3,966.23,14954.47
3506,2022,0,2022,1,980.89,952.75
3506,2022,1,2023,2,365.41,1307.68
3506,2022,2,2024,3,218.34,1519.75
3507,2022,0,2022,1,10901.2,10665.67
3507,2022,1,2023,2,4837.76,15398.9
3507,2022,2,2024,3,2023.81,17378.98
3509,2022,0,2022,1,6843.84,6252.16
3509,2022,1,2023,2,2543.16,8575.45
3509,2022,2,2024,3,813.31,9318.45
3510,2022,0,2022,1,2701.45,2632.97
3510,2022,1,2023,2,1064.06,3670.07
3510,2022,2,2024,3,724.04,4375.75
3511,2022,0,2022,1,17049.63,15787.38
3511,2022,1,2023,2,6256.45,21580.65
3511,2022,2,2024,3,2671.03,24053.94
3512,2022,0,2022,1,27295,26573.17
3512,2022,1,2023,2,10182.74,36486.62
3512,2022,2,2024,3,6717.83,43026.79
3513,2022,0,2022,1,23671.21,21697.81
3513,2022,1,2023,2,10397.25,31228.26
3513,2022,2,2024,3,1699.88,32786.43
3514,2022,0,2022,1,32843.92,29656.68
3514,2022,1,2023,2,13148.43,41529.15
3514,2022,2,2024,3,3804.41,44964.37
3517,2022,0,2022,1,11041.58,10568.52
3517,2022,1,2023,2,4983.76,15338.76
3517,2022,2,2024,3,1641.11,16909.55
3519,2022,0,2022,1,25289.13,24466.37
3519,2022,1,2023,2,10633.45,34753.87
3519,2022,2,2024,3,6672.76,41209.53
3520,2022,0,2022,1,5961.21,5961.21
3520,2022,1,2023,2,2801.93,8763.14
3520,2022,2,2024,3,1235.6,9998.74
3521,2022,0,2022,1,20898.68,19158.61
3521,2022,1,2023,2,9258.31,27646.05
3521,2022,2,2024,3,2445.06,29887.53
3523,2022,0,2022,1,61297.57,59726.92
3523,2022,1,2023,2,22998.84,82136.45
3523,2022,2,2024,3,11266.08,93113.85
3525,2022,0,2022,1,10729.66,9756.69
3525,2022,1,2023,2,4132.18,13514.17
3525,2022,2,2024,3,1222.9,14626.17
3527,2022,0,2022,1,21672.13,21112.91
3527,2022,1,2023,2,9566.39,30432.46
3527,2022,2,2024,3,4990.31,35294
3528,2022,0,2022,1,12420.48,11957.77
3528,2022,1,2023,2,4885.05,16660.84
3528,2022,2,2024,3,2513.36,19080.56
3531,2022,0,2022,1,3927.23,3505
3531,2022,1,2023,2,1690.42,5013.68
3531,2022,2,2024,3,378.52,5351.5
3532,2022,0,2022,1,11226.29,10997.01
3532,2022,1,2023,2,5349.98,16237.73
3532,2022,2,2024,3,2123.7,18318.05
3533,2022,0,2022,1,5451.34,5196.23
3533,2022,1,2023,2,2581.31,7656.74
3533,2022,2,2024,3,757,8378.31
3536,2022,0,2022,1,16631.93,16441.22
3536,2022,1,2023,2,6710.15,23074.42
3536,2022,2,2024,3,2799.14,25841.47
3539,2022,0,2022,1,2581.55,2533.52
3539,2022,1,2023,2,1067.26,3580.92
3539,2022,2,2024,3,571.36,4141.65
3540,2022,0,2022,1,5794.23,5571.83
3540,2022,1,2023,2,2374.24,7854.94
3540,2022,2,2024,3,1265.89,9072.25
3541,2022,0,2022,1,2167.84,2049.63
3541,2022,1,2023,2,1019.89,3013.9
3541,2022,2,2024,3,258.14,3257.96
3542,2022,0,2022,1,7939.38,7828.24
3542,2022,1,2023,2,3215.01,10998.25
3542,2022,2,2024,3,1528.79,12505.64
3543,2022,0,2022,1,2784.35,2580.5
3543,2022,1,2023,2,967.71,3477.36
3543,2022,2,2024,3,443.44,3888.34
3544,2022,0,2022,1,12544.56,11734.57
3544,2022,1,2023,2,6742.01,18041.25
3544,2022,2,2024,3,610.23,18612.08
3547,2022,0,2022,1,9179.67,7816.91
3547,2022,1,2023,2,2663.55,10085.04
3547,2022,2,2024,3,1159.96,11072.8
3548,2022,0,2022,1,5669.63,5361.74
3548,2022,1,2023,2,2106.32,7353.68
3548,2022,2,2024,3,1019.84,8318.14
3549,2022,0,2022,1,15292.11,15292.11
3549,2022,1,2023,2,6856.93,22149.04
3549,2022,2,2024,3,3640.67,25789.71
3551,2022,0,2022,1,5405.82,4871.69
3551,2022,1,2023,2,1887.73,6572.91
3551,2022,2,2024,3,538.13,7057.87
3552,2022,0,2022,1,8567.58,8122.5
3552,2022,1,2023,2,3648.57,11581.52
3552,2022,2,2024,3,1250.6,12767.15
3554,2022,0,2022,1,23190.69,23015.91
3554,2022,1,2023,2,10256.11,33194.72
3554,2022,2,2024,3,5872.66,39023.12
3556,2022,0,2022,1,3974.43,3834.18
3556,2022,1,2023,2,1569.5,5348.31
3556,2022,2,2024,3,849.46,6167.79
3557,2022,0,2022,1,9536.85,9276.17
3557,2022,1,2023,2,5011.36,14150.54
3557,2022,2,2024,3,1302.63,15417.57
3558,2022,0,2022,1,7792.65,7194.06
3558,2022,1,2023,2,2654.85,9644.98
3558,2022,2,2024,3,1305.44,10850.14
3559,2022,0,2022,1,10217.97,9947.04
3559,2022,1,2023,2,3941.01,13783.55
3559,2022,2,2024,3,2539.78,16255.99
3561,2022,0,2022,1,1733.93,1613.29
3561,2022,1,2023,2,633.52,2202.74
3561,2022,2,2024,3,334.96,2514.39
3562,2022,0,2022,1,3407.3,3099.6
3562,2022,1,2023,2,1767.64,4707.62
3562,2022,2,2024,3,186.56,4877.33
3564,2022,0,2022,1,8643.48,8374.96
3564,2022,1,2023,2,3111.98,11390.26
3564,2022,2,2024,3,2415.57,13730.79
3565,2022,0,2022,1,12331.52,11638.51
3565,2022,1,2023,2,4888.07,16251.89
3565,2022,2,2024,3,2669.72,18771.58
3567,2022,0,2022,1,3599.18,3428.36
3567,2022,1,2023,2,1328,4693.33
3567,2022,2,2024,3,889.22,5540.35
3568,2022,0,2022,1,7568.32,7283.22
3568,2022,1,2023,2,2523.48,9711.65
3568,2022,2,2024,3,1793.95,11438.02
3569,2022,0,2022,1,8554.64,7629.55
3569,2022,1,2023,2,2957.33,10267.08
3569,2022,2,2024,3,1190.72,11329.03
3570,2022,0,2022,1,19259.23,18560.39
3570,2022,1,2023,2,8558.35,26808.2
3570,2022,2,2024,3,3292.47,29981.2
3571,2022,0,2022,1,17321.3,15447.25
3571,2022,1,2023,2,7681.78,22297.91
3571,2022,2,2024,3,1935.27,24023.8
3572,2022,0,2022,1,11469.55,10757.15
3572,2022,1,2023,2,6216.12,16587.18
3572,2022,2,2024,3,728.08,17270.04
3573,2022,0,2022,1,5993.54,5859.76
3573,2022,1,2023,2,2494.75,8298.83
3573,2022,2,2024,3,873.99,9153.31
3574,2022,0,2022,1,12161.82,11889.93
3574,2022,1,2023,2,4969.52,16748.34
3574,2022,2,2024,3,2901.16,19584.64
3575,2022,0,2022,1,10798.99,10097.04
3575,2022,1,2023,2,3677.38,13535.39
3575,2022,2,2024,3,1987.25,15393.47
3576,2022,0,2022,1,1850.94,1776.42
3576,2022,1,2023,2,1087.85,2820.48
3576,2022,2,2024,3,170.64,2984.25
3577,2022,0,2022,1,10748.99,10399.34
3577,2022,1,2023,2,4945.49,15183.95
3577,2022,2,2024,3,1313.34,16454.57
3578,2022,0,2022,1,24620.68,22675.17
3578,2022,1,2023,2,6856.9,28990.25
3578,2022,2,2024,3,5240.11,33816.29
3579,2022,0,2022,1,11147.06,10325.35
3579,2022,1,2023,2,4841.78,14810.22
3579,2022,2,2024,3,1493.38,16193.52
3580,2022,0,2022,1,19037.84,17805.58
3580,2022,1,2023,2,7693.27,25000.89
3580,2022,2,2024,3,2740.05,27563.59
3581,2022,0,2022,1,46278.48,44650.61
3581,2022,1,2023,2,19564.35,63526.77
3581,2022,2,2024,3,9054.61,72262.88
3583,2022,0,2022,1,6629.17,6443.77
3583,2022,1,2023,2,3092.88,9450.16
3583,2022,2,2024,3,1184.71,10601.74
3584,2022,0,2022,1,10541.39,10024.88
3584,2022,1,2023,2,4279.11,14094.33
3584,2022,2,2024,3,2494.5,16466.59
3587,2022,0,2022,1,1322.53,1266.1
